,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
1906,"Computer and Droid here RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat",N/A,2.0,N/A,comput droid rt agnerd confess  use laptop  ipad blackberri follow sxsw afar see agchat,Neutral
1907,At #SXSW and having 10 times better luck with my Verizon air card than my AT&amp;T iPhone.,N/A,2.0,N/A,sxsw  time better luck verizon air card  iphon ,Neutral
1908,@mention and I did a &quot;south by&quot; drive-by for this baby!! What an adventure!! #sxsw #iPad #fb  {link},N/A,2.0,N/A, south  drivebi babi   adventur   sxsw ipad fb  link ,Neutral
1909,"oh sure, and I don't arrive till tomorrow ........ @mention RT @mention Google set to launch new social network #Circles today at #sxsw",N/A,2.0,N/A,oh sure  dont arriv till tomorrow  rt googl set launch new social network circl today sxsw,Neutral
1910,"All tech and interaction events have their own ipad apps, right?    {link} #sxsw",N/A,2.0,N/A,tech interact event ipad app  right   link  sxsw,Neutral
1911,At #SXSW and need to get your iPad 2 right away? Apple is opening a pop-up store for you at West 6th &amp; Congress: {link},N/A,2.0,N/A,sxsw need get ipad  right away  appl open popup store west th  congress   link ,Neutral
1912,"Check in and offers through Google, cool. {link} #SXSW",Google,1.0,Google,check offer googl  cool   link  sxsw,Positive
1913,At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mention,N/A,2.0,N/A,sxsw want win ipad  get case,Positive
1914,Was he standing? Talented... RT @mention eww &amp; LOL. RT @mention Just saw a guy tweeting on his iPad while peeing...This is #sxsw,N/A,2.0,N/A,stand  talent  rt eww  lol  rt saw guy tweet ipad pee  sxsw,Neutral
1915,@mention android dev #sxsw @mention {link},N/A,2.0,N/A,android dev sxsw  link ,Neutral
1916,Complete Android Guide (print) on sale at #sxsw bookstore today: $15. Include 99-cent upgrade to 2.4/3.0-ready ebook. Signing at 4:30!,N/A,2.0,N/A,complet android guid  print  sale sxsw bookstor today     includ   cent upgrad    readi ebook  sign  ,Neutral
1917,@mention Android just got a big call out at #sxsw in they #gamelayer opening keynote. I knew you'd appreciate.,Android,1.0,Android,android got big call sxsw gamelay open keynot  knew youd appreci ,Positive
1918,@mention Android needs a way to group apps like you can now do with iPad/iPod. #SXSW #hhrs,Android,0.0,Android,android need way group app like ipad  ipod  sxsw hhr,Unknown
1919,Building Android or iOS applications? We've got a tool that can do both - #SXSW Ballroom A at 11:00,N/A,2.0,N/A,build android io applic  weve got tool  sxsw ballroom ,Positive
1920,"iPad2 vs Android vs the World. With a title like this, I have a near hockey-fan esque desire for a fight to break out. #gsdm #sxsw #platform",N/A,2.0,N/A,ipad  vs android vs world  titl like  near hockeyfan esqu desir fight break  gsdm sxsw platform,Neutral
1921,"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,1.0,Apple,awesom hand review ipad  come tomorrow  guest post  he sxsw,Positive
1922,Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,N/A,2.0,N/A,woke sandwich iphon ipad  forgot much sxsw like geek spring break,Positive
1923,"Paywall panel: Daniel Bernard WSJ:
In app (game) purchases are frictionless like apple. &quot;the new free&quot; #sxsw",N/A,2.0,N/A,paywal panel  daniel bernard wsj  app  game  purchas frictionless like appl   new free  sxsw,Neutral
1924,lonely planet austin guide on the iphone free download for a limited period {link} #sxsw,N/A,2.0,N/A,lone planet austin guid iphon free download limit period  link  sxsw,Neutral
1925,"Lonely Planet has made the Austin Guide free for #sxsw grab it, you never know when you will need it. {link}",N/A,2.0,N/A,lone planet made austin guid free sxsw grab  never know need   link ,Neutral
1926,Lonely Planet releases free Austin city guide iPhone app for #SXSW. Like there aren't enough apps cluttering up your handset.,iPad or iPhone App,0.0,Apple,lone planet releas free austin citi guid iphon app sxsw  like arent enough app clutter handset ,Neutral
1927,Lonely Planet's free guide to Austin: {link} iPhone #sxsw,N/A,2.0,N/A,lone planet free guid austin   link  iphon sxsw,Neutral
1928,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,iPad or iPhone App,1.0,Apple,lone planet new iphon austin citi guid free march  go sxsw   link  travel,Neutral
1929,Game mechanics talk with google at sxsw is so packed there's a long line still waiting to get in. #sxsw,N/A,2.0,N/A,game mechan talk googl sxsw pack there long line still wait get  sxsw,Neutral
1930,Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,iPhone,2.0,Apple,spontanieti life replac technolog  iphon batteri die go home  great  busi sxsw,Unknown
1931,The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,iPad or iPhone App,1.0,Apple,day bank america launch iphon app got k new custom bankinnov sxsw,Positive
1932,"A huge THANK U to the nice person who found my iPhone (blue, white stripes) on the 4th floor of the ConventionCenter &amp; brought it back #sxsw",N/A,2.0,N/A,huge thank u nice person found iphon  blue  white stripe  th floor conventioncent  brought back sxsw,Neutral
1933,@mention announces #windowsphone app today #sxsw {link} #wp7,N/A,2.0,N/A,announc windowsphon app today sxsw  link  wp,Neutral
1934,@mention another google social failure? #sxsw,Google,0.0,Google,anoth googl social failur  sxsw,Unknown
1935,Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,N/A,1.0,N/A,googl plan bring  power  life futur link digit physic world   link  sxsw,Neutral
1936,"Google plans to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",N/A,2.0,N/A,googl plan launch major new social network call circl  possibl today  link  sxsw,Neutral
1937,Austinl fans: RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,N/A,2.0,N/A,austinl fan  rt head  link  pm cst today win vip access acoust solo set sxsw tonight,Neutral
1938,mom...I want my ipad 2 back! {link} #thingsthatdontgotogether #sxsw Lisa Rinna,iPad,1.0,Apple,mom  want ipad  back   link  thingsthatdontgotogeth sxsw lisa rinna,Positive
1939,I don't want to lose your love #google #SXSW,Google,1.0,Google,dont want lose love googl sxsw,Positive
1940,So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. #leanstartup #sxsw,Other Google product or service,1.0,Google,brilliant  rosso use googl doc past recip make mother think gener recip  leanstartup sxsw,Positive
1941,Hello gigantic line outside Google v Bing SEO session. #sxsw #sxswi,N/A,2.0,N/A,hello gigant line outsid googl v bing seo session  sxsw sxswi,Neutral
1942,what company company has the best supply chain? Walmart and Apple #behance #sxsw,Apple,1.0,Apple,compani compani best suppli chain  walmart appl behanc sxsw,Positive
1943,@mention Any idea what time the apple store at #sxsw closes tonight?,N/A,2.0,N/A,idea time appl store sxsw close tonight ,Neutral
1944,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",iPad or iPhone App,0.0,Apple,way delet app wont stop load iphon  drain power   x  cancel  help  sxsw ,Negative
1945,"Fast Company: #SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game... {link}",N/A,2.0,N/A,fast compani  sxsw googl  appl  ea game  zynga  facebook  microsoft intuit went gaga go game   link ,Neutral
1946,"Why does anyone do a product just for one thing - just an iPad, just a droid, just a IPhone? Won't ultimately work. @mention Diller #SXSW",N/A,2.0,N/A,anyon product one thing  ipad  droid  iphon  wont ultim work  diller sxsw,Neutral
1947,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,1.0,Google,great recap seemingli great sxsw session  rt reliv wonder googl v bing panel   link ,Positive
1948,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Google,1.0,Google,great recap googl  bing q  session websit rank sxsw qagb  link   via cc ,Neutral
1949,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",iPad,1.0,Apple,ipad  graphic much faster ipad   motorola xoom  link  tech sxsw,Positive
1950,I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,iPad or iPhone App,1.0,Apple,hope appl approv irelay social network mobil photo share app sxsw  easier share peopl download,Positive
1951,"At #sxsw apple has 99% marketshare, not seeing much linux.",N/A,2.0,N/A,sxsw appl   marketshar  see much linux ,Neutral
1952,A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,Apple,0.0,Apple,major appl io updat day sxsw  geniu project manag came brilliant idea  nowhammi,Positive
1953,@mention Apple is great at turning the new into the old  #SXSW,Apple,1.0,Apple,appl great turn new old sxsw,Positive
1954,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Apple,1.0,Apple,sweet  appl listen us  temp appl store near sxsw ipad  launch   link ,Positive
1955,@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Apple,0.0,Apple,appl popup store sxsw  block long  betterthingstodo,Unknown
1956,Does the apple pop-up store still have iPads? #sxsw #sxswi,iPad,1.0,Apple,appl popup store still ipad  sxsw sxswi,Positive
1957,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,1.0,Apple,love appl popup store sxsw  freak smart   one question   bring truck signal  pleas say ye ,Positive
1958,Queue at Apple Pop-Up Store at #sxsw still long!,N/A,0.0,N/A,queue appl popup store sxsw still long ,Unknown
1959,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Apple,1.0,Apple,sxsw  appl school market expert  cnet  link  sxsw,Positive
1960,"At SXSW, Apple schools the marketing experts {link}  #SXSW",Apple,1.0,Apple,sxsw  appl school market expert  link  sxsw,Positive
1961,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Apple,1.0,Apple,sxsw  appl school market expert  link   via sxsw appl,Positive
1962,"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Apple,1.0,Apple,sxsw  appl school market expert  link  appl jobsco sxsw,Positive
1963,"At SXSW, Apple schools the marketing experts {link} #SXSW #essdub",N/A,2.0,N/A,sxsw  appl school market expert  link  sxsw essdub,Neutral
1964,"At SXSW, Apple schools the marketing experts | #SXSW. {link}",N/A,2.0,N/A,sxsw  appl school market expert  sxsw   link ,Positive
1965,"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,1.0,Apple,sxsw  appl school market expert   link  via sxsw appl market,Positive
1966,clever - Apple set to open popup shop in core of #SXSW action {link},Apple,1.0,Apple,clever  appl set open popup shop core sxsw action  link ,Positive
1967,Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh.,N/A,2.0,N/A,watch appl staff temp sxsw store high five entir long line facepalm  ugh ,Unknown
1968,@mention Apple store NYC one day? #SXSW,N/A,2.0,N/A,appl store nyc one day  sxsw,Neutral
1969,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Apple,1.0,Apple, temp appl storegreat move  realli need help brand recognit  serious  pretti cool  sxsw,Positive
1970,Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect #SxSW,N/A,2.0,N/A,well appl store websit say ipad avail  pm friday wonder affect sxsw,Neutral
1971,@mention Apple to open a pop-up store downtown Austin (6th &amp; congress) for #SXSW and the iPad 2 launch,N/A,2.0,N/A,appl open popup store downtown austin  th  congress  sxsw ipad  launch,Neutral
1972,Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,Apple,0.0,Apple,come appl  cant spellcheck without autocorrect  must noth  grrr sxsw,Negative
1973,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},N/A,1.0,N/A,line appl ipad  popup store alreadi wrap around block  sxsw  link ,Neutral
1974,@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},iPad,1.0,Apple,appl make temp store sxsw  u get ipad     link ,Neutral
1975,New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},N/A,2.0,N/A,new ipad app speech therapi commun showcas sxsw confer  link ,Neutral
1976,New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},N/A,2.0,N/A,new ipad app speech therapi commun showcas sxsw   link ,Neutral
1977,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,N/A,2.0,N/A,new ipad app speech therapi commun showcas sxsw confer  link  sxswi sxsh sxswh hcsm slp,Neutral
1978,New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,N/A,2.0,N/A,new ipad app speech therapi commun showcas sxsw confer  link  cc sxswi,Neutral
1979,First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,N/A,2.0,N/A,first  app download ipad   link  sxsw via,Neutral
1980,"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",N/A,2.0,N/A,sxsw tapworthi check ipad design headach   tablet  call morn  sxsw   link ,Neutral
1981,Vai comear a palestra do  @mention ex-chief evangelist of Apple #sxsw,N/A,2.0,N/A,vai comear palestra exchief evangelist appl sxsw,Neutral
1982,"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",N/A,2.0,N/A,seen far sxsw  popup appl store  pillow fight  mechan bull  girl wear jetpack ,Neutral
1983,150 mm usar of Google maps ate mobile. #sxsw,N/A,2.0,N/A, mm usar googl map ate mobil  sxsw,Neutral
1984,"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,1.0,Apple,fear  sxsw attende  pick ipad appl austin popup shop   link  via,Positive
1985,"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",N/A,2.0,N/A,bettersearch sxsw googl hotpotlook like streamlin yelp  indepth  though  wonder game theori built ,Neutral
1986,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,1.0,Google,search sxsw via twitter work  check googl real time search  least get result sxsw,Neutral
